"ROMERO PAOLETTI DIONISIO","BANCO DE CREDITO DEL PERU",DIRECTOR,2003-03-28,2008-03-28,"PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"0 años, 11 meses, 2 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2017-03-28,"A la actualidad","8 años, 11 meses, 27 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-28,"7 años, 11 meses, 28 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2015-05-28,2016-03-29,"7 años, 1 meses, 27 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.",DIRECTOR,2015-03-30,2015-05-28,"6 años, 11 meses, 29 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2014-05-22,2015-03-30,"6 años, 1 meses, 21 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.",DIRECTOR,2014-03-26,2014-05-22,"5 años, 11 meses, 25 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2013-05-21,2014-03-26,"5 años, 1 meses, 20 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.",DIRECTOR,2013-03-21,2013-05-21,"4 años, 11 meses, 20 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2012-03-30,2012-03-30,"3 años, 11 meses, 29 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2012-03-30,2013-03-21,"3 años, 11 meses, 29 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2011-05-12,2012-03-30,"3 años, 1 meses, 11 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2011-03-24,2011-05-12,"2 años, 11 meses, 23 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2010-03-18,2011-03-24,"1 años, 11 meses, 17 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.",DIRECTOR,2010-03-04,2010-03-18,"1 años, 11 meses, 3 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO",2009-03-26,2010-03-03,"0 años, 11 meses, 25 días."
"BAYLY LLONA WALTER","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2004-04-30,2008-04-01,"PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"0 años, 11 meses, 1 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2017-03-28,"A la actualidad","15 años, 5 meses, 4 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2016-03-29,2017-03-28,"14 años, 5 meses, 5 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2015-03-30,2016-03-29,"13 años, 5 meses, 6 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2014-03-26,2015-03-30,"12 años, 5 meses, 2 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2013-03-21,2014-03-26,"11 años, 4 meses, 25 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2012-03-30,2013-03-21,"10 años, 5 meses, 6 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2011-03-24,2012-03-30,"9 años, 5 meses, 0 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2010-03-04,2011-03-24,"8 años, 4 meses, 8 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2009-03-02,2010-03-03,"7 años, 4 meses, 6 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2008-02-29,2009-03-02,"6 años, 4 meses, 5 días."
"DASSO MONTERO FERNANDO","BANCO DE CREDITO DEL PERU","GTE ADJUNTO DE MARKETING",2001-10-24,2001-10-24,"PRIMA AFP S.A.",DIRECTOR,2005-03-14,2008-02-29,"3 años, 4 meses, 18 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2017-03-28,"A la actualidad","11 años, 8 meses, 24 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2016-03-29,2017-03-28,"10 años, 8 meses, 25 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2015-03-30,2016-03-29,"9 años, 8 meses, 26 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2014-03-26,2015-03-30,"8 años, 8 meses, 22 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2013-03-21,2014-03-26,"7 años, 8 meses, 17 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2012-03-30,2013-03-21,"6 años, 8 meses, 26 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2011-03-24,2012-03-30,"5 años, 8 meses, 20 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2010-03-04,2011-03-24,"4 años, 8 meses, 0 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2009-03-02,2010-03-03,"3 años, 7 meses, 26 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","BANCO DE CREDITO DEL PERU","GTE BCA CORPORATIVA",2004-01-15,2005-07-04,"PRIMA AFP S.A.",DIRECTOR,2008-09-25,2009-03-02,"3 años, 2 meses, 21 días."
"GAGLIARDI WAKEHAM JOSE LUIS","BANCO DE CREDITO DEL PERU","GERENTE DIVISION RRHH",2005-03-14,2005-07-04,"AFP INTEGRA","PRESIDENTE DEL DIRECTORIO",2006-08-25,"A la actualidad","1 años, 1 meses, 21 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","BANCO DE CREDITO DEL PERU","GERENTE DE SUBSIDIARIAS",2012-05-10,2014-01-10,"PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO",2017-03-28,"A la actualidad","3 años, 2 meses, 18 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","BANCO DE CREDITO DEL PERU","GERENTE DE SUBSIDIARIAS",2012-05-10,2014-01-10,"PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-28,"2 años, 2 meses, 19 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","BANCO DE CREDITO DEL PERU","GERENTE DE SUBSIDIARIAS",2012-05-10,2014-01-10,"PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO",2015-05-28,2016-03-29,"1 años, 4 meses, 18 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","BANCO DE CREDITO DEL PERU","GERENTE DE SUBSIDIARIAS",2012-05-10,2014-01-10,"PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO",2014-05-22,2015-03-30,"0 años, 4 meses, 12 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","BANCO DE CREDITO DEL PERU","GERENTE DE SUBSIDIARIAS",2012-05-10,2014-01-10,"PRIMA AFP S.A.",DIRECTOR,2014-03-26,2014-05-22,"0 años, 2 meses, 16 días."
"MUÑOZ RIVERA JOSE LUIS","BANCO DE CREDITO DEL PERU","GERENTE DE CONTABILIDAD",2005-01-14,2005-01-14,"AFP INTEGRA","GERENTE DE CONTABILIDAD",2006-09-28,"A la actualidad","1 años, 8 meses, 14 días."
"MUÑOZ RIVERA JOSE LUIS","BANCO DE CREDITO DEL PERU","GERENTE DE CONTABILIDAD",2005-01-14,2005-01-14,"AFP INTEGRA",DIRECTOR,2006-08-25,"A la actualidad","1 años, 7 meses, 11 días."
"RUBIO FEIJOO PEDRO","BANCO DE CREDITO DEL PERU","GTE BANCA CORPORATIVA Y EMPRES",2004-01-15,2004-01-15,"PRIMA AFP S.A.",DIRECTOR,2017-03-28,"A la actualidad","13 años, 2 meses, 13 días."
"RUBIO FEIJOO PEDRO","BANCO DE CREDITO DEL PERU","GTE BANCA CORPORATIVA Y EMPRES",2004-01-15,2004-01-15,"PRIMA AFP S.A.",DIRECTOR,2016-03-29,2017-03-28,"12 años, 2 meses, 14 días."
"RUBIO FEIJOO PEDRO","BANCO DE CREDITO DEL PERU","GTE BANCA CORPORATIVA Y EMPRES",2004-01-15,2004-01-15,"PRIMA AFP S.A.",DIRECTOR,2015-03-30,2016-03-29,"11 años, 2 meses, 15 días."
"RUBIO FEIJOO PEDRO","BANCO DE CREDITO DEL PERU","GTE BANCA CORPORATIVA Y EMPRES",2004-01-15,2004-01-15,"PRIMA AFP S.A.",DIRECTOR,2014-03-26,2015-03-30,"10 años, 2 meses, 11 días."
"RUBIO FEIJOO PEDRO","BANCO DE CREDITO DEL PERU","GTE BANCA CORPORATIVA Y EMPRES",2004-01-15,2004-01-15,"PRIMA AFP S.A.",DIRECTOR,2013-03-21,2014-03-26,"9 años, 2 meses, 6 días."
"RUBIO FEIJOO PEDRO","BANCO DE CREDITO DEL PERU","GTE BANCA CORPORATIVA Y EMPRES",2004-01-15,2004-01-15,"PRIMA AFP S.A.",DIRECTOR,2012-03-30,2013-03-21,"8 años, 2 meses, 15 días."
"RUBIO FEIJOO PEDRO","BANCO DE CREDITO DEL PERU","GTE BANCA CORPORATIVA Y EMPRES",2004-01-15,2004-01-15,"PRIMA AFP S.A.",DIRECTOR,2011-03-24,2012-03-30,"7 años, 2 meses, 9 días."
"RUBIO FEIJOO PEDRO","BANCO DE CREDITO DEL PERU","GTE BANCA CORPORATIVA Y EMPRES",2004-01-15,2004-01-15,"PRIMA AFP S.A.",DIRECTOR,2010-03-04,2011-03-24,"6 años, 1 meses, 17 días."
"HUME HURTADO MARIA JESUS","BANCO FALABELLA PERU S.A.",DIRECTOR,2013-09-01,2014-03-26,"AFP INTEGRA","PRESIDENTE DEL DIRECTORIO",2017-01-25,"A la actualidad","2 años, 9 meses, 30 días."
"HUME HURTADO MARIA JESUS","BANCO FALABELLA PERU S.A.",DIRECTOR,2013-09-01,2014-03-26,"AFP INTEGRA","PRESIDENTE DEL DIRECTORIO",2016-01-26,2017-01-25,"1 años, 10 meses, 0 días."
"HUME HURTADO MARIA JESUS","BANCO FALABELLA PERU S.A.",DIRECTOR,2013-09-01,2014-03-26,"AFP INTEGRA","PRESIDENTE DEL DIRECTORIO",2015-01-19,2016-01-26,"0 años, 9 meses, 24 días."
"HUME HURTADO MARIA JESUS","BANCO FALABELLA PERU S.A.",DIRECTOR,2014-03-26,2015-03-31,"AFP INTEGRA","PRESIDENTE DEL DIRECTORIO",2017-01-25,"A la actualidad","1 años, 9 meses, 25 días."
"HUME HURTADO MARIA JESUS","BANCO FALABELLA PERU S.A.",DIRECTOR,2014-03-26,2015-03-31,"AFP INTEGRA","PRESIDENTE DEL DIRECTORIO",2016-01-26,2017-01-25,"0 años, 9 meses, 26 días."
"HUME HURTADO MARIA JESUS","BANCO FALABELLA PERU S.A.",DIRECTOR,2015-03-31,2016-03-31,"AFP INTEGRA","PRESIDENTE DEL DIRECTORIO",2017-01-25,"A la actualidad","0 años, 9 meses, 25 días."
"UCCELLI LABARTHE MIGUEL","BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK","GTE DIV NEGOCIOS HIPOTECARIOS",2006-03-11,2008-06-30,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","8 años, 8 meses, 25 días."
"UCCELLI LABARTHE MIGUEL","BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK","GTE DIV NEGOCIOS HIPOTECARIOS",2006-03-11,2008-06-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"7 años, 8 meses, 28 días."
"UCCELLI LABARTHE MIGUEL","BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK","GTE DIV NEGOCIOS HIPOTECARIOS",2006-03-11,2008-06-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"6 años, 8 meses, 22 días."
"UCCELLI LABARTHE MIGUEL","BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK","VICEPRESIDENTE TARJETAS CREDIT",2008-07-01,2011-01-18,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","6 años, 2 meses, 9 días."
"UCCELLI LABARTHE MIGUEL","BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK","VICEPRESIDENTE TARJETAS CREDIT",2008-07-01,2011-01-18,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"5 años, 2 meses, 11 días."
"UCCELLI LABARTHE MIGUEL","BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK","VICEPRESIDENTE TARJETAS CREDIT",2008-07-01,2011-01-18,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"4 años, 2 meses, 6 días."
"UCCELLI LABARTHE MIGUEL","BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK","VICEPRESIDENTE DE BANCA RETAIL",2011-01-18,2014-01-28,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","3 años, 1 meses, 27 días."
"UCCELLI LABARTHE MIGUEL","BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK","VICEPRESIDENTE DE BANCA RETAIL",2011-01-18,2014-01-28,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"2 años, 2 meses, 1 días."
"UCCELLI LABARTHE MIGUEL","BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK","VICEPRESIDENTE DE BANCA RETAIL",2011-01-18,2014-01-28,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"1 años, 1 meses, 24 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","BANCO RIPLEY PERU S.A.","GERENTE FINANCIERO",2006-11-20,2012-05-29,"AFP HABITAT S.A.","GERENTE DE OPERACIONES INTERIN",2015-04-21,2015-07-13,"2 años, 10 meses, 23 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","BANCO RIPLEY PERU S.A.","GERENTE FINANCIERO",2006-11-20,2012-05-29,"AFP HABITAT S.A.","GERENTE GENERAL",2013-03-15,"A la actualidad","0 años, 9 meses, 14 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","BANCO RIPLEY PERU S.A.","GERENTE DE ADMINIST Y FINANZAS",2012-05-29,2013-02-28,"AFP HABITAT S.A.","GERENTE DE OPERACIONES INTERIN",2015-04-21,2015-07-13,"2 años, 1 meses, 24 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","BANCO RIPLEY PERU S.A.","GERENTE DE ADMINIST Y FINANZAS",2012-05-29,2013-02-28,"AFP HABITAT S.A.","GERENTE GENERAL",2013-03-15,"A la actualidad","0 años, 0 meses, 15 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","BANCO RIPLEY PERU S.A.",,2012-01-31,2013-02-28,"AFP HABITAT S.A.","GERENTE DE OPERACIONES INTERIN",2015-04-21,2015-07-13,"2 años, 1 meses, 24 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","BANCO RIPLEY PERU S.A.",,2012-01-31,2013-02-28,"AFP HABITAT S.A.","GERENTE GENERAL",2013-03-15,"A la actualidad","0 años, 0 meses, 15 días."
"DONAIRE MECA JORDI","BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2008-03-27,2009-03-31,"AFP HORIZONTE S.A.",DIRECTOR,2013-03-26,2013-04-23,"3 años, 11 meses, 23 días."
"DONAIRE MECA JORDI","BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2008-03-27,2009-03-31,"AFP HORIZONTE S.A.",DIRECTOR,2012-03-28,2013-03-26,"2 años, 11 meses, 26 días."
"DONAIRE MECA JORDI","BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2008-03-27,2009-03-31,"AFP HORIZONTE S.A.",DIRECTOR,2011-03-30,2012-03-28,"1 años, 11 meses, 27 días."
"DONAIRE MECA JORDI","BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2008-03-27,2009-03-31,"AFP HORIZONTE S.A.",DIRECTOR,2010-03-29,2011-03-30,"0 años, 11 meses, 26 días."
"DONAIRE MECA JORDI","BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2008-03-27,2009-03-31,"AFP HORIZONTE S.A.",DIRECTOR,2009-03-31,2010-03-29,"0 años, 0 meses, 0 días."
"BRUCE MARTICORENA KARINA VICTORIA","BBVA BANCO CONTINENTAL","GERENTE DE OPERACIONES CENTRAL",2008-01-17,2010-09-30,"AFP HORIZONTE S.A.","GERENTE DE RECURSOS HUMANOS",2010-11-04,2013-07-25,"0 años, 1 meses, 5 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.",,2008-12-17,"A la actualidad","0 años, 8 meses, 10 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.","GERENTE GENERAL",2008-12-17,"A la actualidad","0 años, 8 meses, 10 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.",DIRECTOR,2013-03-26,2013-04-23,"4 años, 11 meses, 19 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.",DIRECTOR,2012-03-28,2013-03-26,"3 años, 11 meses, 21 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.",DIRECTOR,2011-03-30,2012-03-28,"2 años, 11 meses, 23 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.",DIRECTOR,2010-03-29,2011-03-30,"1 años, 11 meses, 22 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.",DIRECTOR,2009-03-31,2010-03-29,"0 años, 11 meses, 24 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.",DIRECTOR,2008-12-17,2009-03-31,"0 años, 8 meses, 10 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE GRAL ADJUNTO BCA MAYORISTA",2008-04-07,2008-12-18,"AFP HORIZONTE S.A.",DIRECTOR,2013-03-26,2013-04-23,"4 años, 3 meses, 8 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE GRAL ADJUNTO BCA MAYORISTA",2008-04-07,2008-12-18,"AFP HORIZONTE S.A.",DIRECTOR,2012-03-28,2013-03-26,"3 años, 3 meses, 10 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA BANCO CONTINENTAL","GTE GRAL ADJUNTO BCA MAYORISTA",2008-04-07,2008-12-18,"AFP HORIZONTE S.A.",DIRECTOR,2011-03-30,2012-03-28,"2 años, 3 meses, 12 días."
