"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","AUSTRAL GROUP S.A.A.",DIRECTOR,2014-04-09,2015-01-19,"3 años, 2 meses, 28 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","AUSTRAL GROUP S.A.A.",DIRECTOR,2017-04-10,"A la actualidad","0 años, 2 meses, 16 días."
"CIGÜEÑAS GUEVARA BENEDICTO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU",DIRECTOR,2005-03-14,2008-02-29,"0 años, 1 meses, 14 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","VICEPRESIDENTE DEL DIRECTORIO",2009-03-26,2009-03-31,"0 años, 11 meses, 26 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","VICEPRESIDENTE DEL DIRECTORIO",2009-03-02,2009-03-26,"0 años, 11 meses, 2 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","PRESIDENTE DEL DIRECTORIO",2009-03-31,2010-03-03,"0 años, 0 meses, 5 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2017-03-28,"A la actualidad","8 años, 11 meses, 27 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2016-03-29,2017-03-28,"7 años, 11 meses, 28 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2015-05-28,2016-03-29,"7 años, 1 meses, 27 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2015-03-30,2015-05-28,"6 años, 11 meses, 29 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2014-05-22,2015-03-30,"6 años, 1 meses, 21 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2014-03-26,2014-05-22,"5 años, 11 meses, 25 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2013-05-21,2014-03-26,"5 años, 1 meses, 20 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2013-03-21,2013-05-21,"4 años, 11 meses, 20 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2012-03-30,2012-03-30,"3 años, 11 meses, 29 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2012-03-30,2013-03-21,"3 años, 11 meses, 29 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2011-05-12,2012-03-30,"3 años, 1 meses, 11 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2011-03-24,2011-05-12,"2 años, 11 meses, 23 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2010-03-18,2011-03-24,"1 años, 11 meses, 17 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2010-03-04,2010-03-18,"1 años, 11 meses, 3 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2009-03-26,2010-03-03,"0 años, 11 meses, 25 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2009-03-02,2009-03-26,"0 años, 11 meses, 1 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL",2008-04-01,2009-03-02,"0 años, 0 meses, 5 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2008-03-27,2008-04-01,"3 años, 10 meses, 26 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2008-02-29,2008-03-27,"3 años, 9 meses, 30 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2007-03-28,2008-02-29,"2 años, 10 meses, 26 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GTE PLANEAMIENTO Y FINANZAS",2005-03-14,2007-03-28,"0 años, 10 meses, 12 días."
"CORREA MALACHOWSKI ALVARO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2013-03-21,2013-09-30,"4 años, 11 meses, 20 días."
"CORREA MALACHOWSKI ALVARO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2012-03-30,2013-03-21,"3 años, 11 meses, 29 días."
"CORREA MALACHOWSKI ALVARO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2011-03-24,2012-03-30,"2 años, 11 meses, 23 días."
"CORREA MALACHOWSKI ALVARO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2010-03-04,2011-03-24,"1 años, 11 meses, 3 días."
"CORREA MALACHOWSKI ALVARO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2009-03-02,2010-03-03,"0 años, 11 meses, 1 días."
"CORREA MALACHOWSKI ALVARO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2008-04-01,2009-03-02,"0 años, 1 meses, 3 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2017-03-28,"A la actualidad","3 años, 5 meses, 27 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2016-03-29,2017-03-28,"2 años, 5 meses, 28 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2015-03-30,2016-03-29,"1 años, 5 meses, 29 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2014-03-26,2015-03-30,"0 años, 5 meses, 25 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE PLANEA.Y FINANZAS",2013-10-01,2014-03-26,"0 años, 6 meses, 10 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2017-03-28,"A la actualidad","8 años, 11 meses, 27 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2016-03-29,2017-03-28,"7 años, 11 meses, 28 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2015-03-30,2016-03-29,"6 años, 11 meses, 29 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2014-03-26,2015-03-30,"5 años, 11 meses, 25 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2013-03-21,2014-03-26,"4 años, 11 meses, 20 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2012-03-30,2013-03-21,"3 años, 11 meses, 29 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2011-03-24,2012-03-30,"2 años, 11 meses, 23 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2010-03-04,2011-03-24,"1 años, 11 meses, 3 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2009-03-02,2010-03-03,"0 años, 11 meses, 1 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL BCA. MINORISTA",2008-09-25,2009-03-02,"0 años, 5 meses, 24 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE DE SUBSIDIARIAS",2013-05-21,2014-01-10,"1 años, 0 meses, 11 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GERENTE DE SUBSIDIARIAS",2013-03-21,2013-05-21,"0 años, 10 meses, 11 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE DE SUBSIDIARIAS",2012-05-10,2013-03-21,"0 años, 1 meses, 10 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","G. CENTRAL ADM. DE ACTIVOS",2011-05-12,2012-02-22,"3 años, 1 meses, 11 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","G. CENTRAL ADM. DE ACTIVOS",2011-03-24,2011-05-12,"2 años, 11 meses, 23 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","G. CENTRAL ADM. DE ACTIVOS",2010-03-18,2011-03-24,"1 años, 11 meses, 17 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G. CENTRAL ADM. DE ACTIVOS",2010-03-04,2010-03-18,"1 años, 11 meses, 3 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G. CENTRAL ADM. DE ACTIVOS",2009-03-02,2010-03-03,"0 años, 11 meses, 1 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G. CENTRAL ADM. DE ACTIVOS",2008-04-01,2009-03-02,"0 años, 1 meses, 3 días."
"RAMIREZ DEL VILLAR LOPEZ DE ROMAÑA JORGE EDUARDO GUILLERMO","AFP UNION VIDA S A","GERENTE DE FINANZAS","BANCO DE CREDITO DEL PERU","G. CENTRAL DE OPERAC Y SISTEM",2010-03-01,2016-09-30,"3 años, 5 meses, 1 días."
"RAMIREZ DEL VILLAR LOPEZ DE ROMAÑA JORGE EDUARDO GUILLERMO","AFP UNION VIDA S A",DIRECTOR,"BANCO DE CREDITO DEL PERU","G. CENTRAL DE OPERAC Y SISTEM",2010-03-01,2016-09-30,"3 años, 6 meses, 4 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE NEGOCIOS MAYORIST",2017-03-28,"A la actualidad","8 años, 11 meses, 27 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE NEGOCIOS MAYORIST",2016-03-29,2017-03-28,"7 años, 11 meses, 28 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE NEGOCIOS MAYORIST",2015-03-30,2016-03-29,"6 años, 11 meses, 29 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE NEGOCIOS MAYORIST",2014-03-26,2015-03-30,"5 años, 11 meses, 25 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE NEGOCIOS MAYORIST",2013-03-21,2014-03-26,"4 años, 11 meses, 20 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE NEGOCIOS MAYORIST",2012-03-30,2013-03-21,"3 años, 11 meses, 29 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE NEGOCIOS MAYORIST",2011-03-24,2012-03-30,"2 años, 11 meses, 23 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","G.CENTRAL DE NEGOCIOS MAYORIST",2010-03-04,2011-03-24,"1 años, 11 meses, 3 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU",,2017-03-28,"A la actualidad","0 años, 9 meses, 4 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU",,2016-06-24,2017-03-28,"0 años, 2 meses, 26 días."
"FERRARI QUIÑE MARIO ALBERTO","AFP UNION VIDA S A",DIRECTOR,"BANCO DE CREDITO DEL PERU",,2010-01-01,2015-04-22,"3 años, 4 meses, 7 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","BANCO FALABELLA PERU S.A.",DIRECTOR,2013-09-01,2014-03-26,"2 años, 7 meses, 20 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","BANCO FALABELLA PERU S.A.",DIRECTOR,2015-01-19,2015-03-31,"0 años, 9 meses, 24 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","BANCO FALABELLA PERU S.A.",DIRECTOR,2014-03-26,2015-01-19,"3 años, 2 meses, 14 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","BANCO FALABELLA PERU S.A.",DIRECTOR,2016-01-26,2016-03-31,"0 años, 9 meses, 26 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","BANCO FALABELLA PERU S.A.",DIRECTOR,2015-03-31,2016-01-26,"0 años, 2 meses, 12 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","BANCO FALABELLA PERU S.A.",DIRECTOR,2017-01-25,2017-03-21,"0 años, 9 meses, 25 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","BANCO FALABELLA PERU S.A.",DIRECTOR,2016-03-31,2017-01-25,"0 años, 2 meses, 5 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA","PRESIDENTE DEL DIRECTORIO","BANCO FALABELLA PERU S.A.",DIRECTOR,2017-03-21,"A la actualidad","0 años, 1 meses, 24 días."
"DU BOIS FREUND FRITZ PAUL FELIX","AFP INTEGRA",DIRECTOR,"BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK",DIRECTOR,2008-01-25,2008-03-28,"1 años, 3 meses, 8 días."
"DU BOIS FREUND FRITZ PAUL FELIX","AFP INTEGRA",DIRECTOR,"BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK",DIRECTOR,2007-01-19,2008-01-25,"0 años, 3 meses, 2 días."
"DU BOIS FREUND FRITZ PAUL FELIX","AFP INTEGRA",DIRECTOR,"BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK",DIRECTOR,2006-10-17,2007-01-22,"5 años, 8 meses, 2 días."
"DU BOIS FREUND FRITZ PAUL FELIX","AFP INTEGRA",DIRECTOR,"BANCO INTERNACIONAL DEL PERU S.A.A. - INTERBANK",DIRECTOR,2008-03-28,2008-12-16,"0 años, 2 meses, 3 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","MIEMBRO COMITE DE RIESGOS","BANCO RIPLEY PERU S.A.","GERENTE FINANCIERO",2006-11-20,2012-05-29,"0 años, 2 meses, 6 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","GERENTE INVERSIONES","BANCO RIPLEY PERU S.A.","GERENTE FINANCIERO",2006-11-20,2012-05-29,"0 años, 7 meses, 13 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","MIEMBRO COMITE DE RIESGOS","BANCO RIPLEY PERU S.A.","GERENTE DE ADMINIST Y FINANZAS",2012-05-29,2013-02-28,"5 años, 8 meses, 15 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","GERENTE INVERSIONES","BANCO RIPLEY PERU S.A.","GERENTE DE ADMINIST Y FINANZAS",2012-05-29,2013-02-28,"6 años, 1 meses, 22 días."
"AVENDAÑO ARANA LEONOR MARIA","AFP HORIZONTE S.A.",,"BANCO RIPLEY PERU S.A.","GERENTE LEGAL",2013-10-10,"A la actualidad","2 años, 8 meses, 9 días."
"AVENDAÑO ARANA LEONOR MARIA","AFP HORIZONTE S.A.","AUDITOR INTERNO","BANCO RIPLEY PERU S.A.","GERENTE LEGAL",2013-10-10,"A la actualidad","0 años, 4 meses, 18 días."
"AVENDAÑO ARANA LEONOR MARIA","AFP HORIZONTE S.A.","GERENTE LEGAL","BANCO RIPLEY PERU S.A.","GERENTE LEGAL",2013-10-10,"A la actualidad","2 años, 8 meses, 9 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","MIEMBRO COMITE DE RIESGOS","BANCO RIPLEY PERU S.A.",,2012-01-31,2013-02-28,"5 años, 4 meses, 17 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","GERENTE INVERSIONES","BANCO RIPLEY PERU S.A.",,2012-01-31,2013-02-28,"5 años, 9 meses, 24 días."
"ARAOZ MEDANIC JAIME","AFP HORIZONTE S.A.",DIRECTOR,"BBVA BANCO CONTINENTAL","DIRECTOR ALTERNO",2013-03-27,2013-04-23,"0 años, 0 meses, 1 días."
"COLOMER GUIU JOSE ANTONIO","AFP HORIZONTE S.A.",DIRECTOR,"BBVA BANCO CONTINENTAL",DIRECTOR,2000-05-17,2004-02-05,"0 años, 1 meses, 23 días."
"COLOMER GUIU JOSE ANTONIO","AFP HORIZONTE S.A.",DIRECTOR-SUPLENTE,"BBVA BANCO CONTINENTAL",DIRECTOR,2000-03-24,2000-05-17,"0 años, 1 meses, 17 días."
"DONAIRE MECA JORDI","AFP HORIZONTE S.A.",DIRECTOR,"BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2009-03-31,2009-03-31,"1 años, 0 meses, 4 días."
"DONAIRE MECA JORDI","AFP HORIZONTE S.A.",DIRECTOR,"BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2008-03-27,2009-03-31,"0 años, 0 meses, 0 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.",,"BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2002-03-13,2002-06-13,"0 años, 1 meses, 8 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.","GERENTE GENERAL","BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2002-03-13,2002-06-13,"0 años, 1 meses, 8 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.",,"BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2002-06-13,2002-03-18,"0 años, 4 meses, 8 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.","GERENTE GENERAL","BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2002-06-13,2002-03-18,"0 años, 4 meses, 8 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.",,"BBVA BANCO CONTINENTAL",DIRECTOR,2003-03-18,2004-03-26,"1 años, 1 meses, 13 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.","GERENTE GENERAL","BBVA BANCO CONTINENTAL",DIRECTOR,2003-03-18,2004-03-26,"1 años, 1 meses, 13 días."
"TORRES ALARCON JUAN MANUEL","AFP HORIZONTE S.A.","DIRECTOR -SUPLENTE","BBVA BANCO CONTINENTAL","DIRECTOR ALTERNO",2001-03-21,2002-03-13,"1 años, 1 meses, 14 días."
"TORRES ALARCON JUAN MANUEL","AFP HORIZONTE S.A.","DIRECTOR -SUPLENTE","BBVA BANCO CONTINENTAL","DIRECTOR SUPLENTE",2002-03-13,2006-05-25,"2 años, 1 meses, 6 días."
"BRUCE MARTICORENA KARINA VICTORIA","AFP HORIZONTE S.A.","GERENTE DE RECURSOS HUMANOS","BBVA BANCO CONTINENTAL","GERENTE GENERAL ADJUNTO",2010-11-04,2013-07-25,"0 años, 1 meses, 3 días."
"COLOMER GUIU JOSE ANTONIO","AFP HORIZONTE S.A.",DIRECTOR,"BBVA BANCO CONTINENTAL","GERENTE GENERAL",2000-05-17,2004-02-05,"0 años, 4 meses, 16 días."
"COLOMER GUIU JOSE ANTONIO","AFP HORIZONTE S.A.",DIRECTOR-SUPLENTE,"BBVA BANCO CONTINENTAL","GERENTE GENERAL",2000-02-07,2000-05-17,"0 años, 1 meses, 6 días."
"BORRA NUÑEZ WALTER ARY","AFP HORIZONTE S.A.","AUDITOR INTERNO","BBVA BANCO CONTINENTAL","AUDITOR INTERNO",2011-10-27,2013-05-22,"1 años, 8 meses, 29 días."
"BORRA NUÑEZ WALTER ARY","AFP HORIZONTE S.A.","GERENTE COMERCIAL","BBVA BANCO CONTINENTAL","AUDITOR INTERNO",2010-01-28,2010-03-29,"3 años, 0 meses, 25 días."
