"UCCELLI LABARTHE MIGUEL","Banco Internacional del Peru S.A.A. (Interbank)","GTE DIV NEGOCIOS HIPOTECARIOS",2006-03-11,2008-06-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"7 años, 8 meses, 28 días."
"UCCELLI LABARTHE MIGUEL","Banco Internacional del Peru S.A.A. (Interbank)","GTE DIV NEGOCIOS HIPOTECARIOS",2006-03-11,2008-06-30,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","8 años, 8 meses, 25 días."
"UCCELLI LABARTHE MIGUEL","Banco Internacional del Peru S.A.A. (Interbank)","VICEPRESIDENTE DE BANCA RETAIL",2011-01-18,2014-01-28,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"1 años, 1 meses, 24 días."
"UCCELLI LABARTHE MIGUEL","Banco Internacional del Peru S.A.A. (Interbank)","VICEPRESIDENTE DE BANCA RETAIL",2011-01-18,2014-01-28,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"2 años, 2 meses, 1 días."
"UCCELLI LABARTHE MIGUEL","Banco Internacional del Peru S.A.A. (Interbank)","VICEPRESIDENTE DE BANCA RETAIL",2011-01-18,2014-01-28,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","3 años, 1 meses, 27 días."
"UCCELLI LABARTHE MIGUEL","Banco Internacional del Peru S.A.A. (Interbank)","VICEPRESIDENTE TARJETAS CREDIT",2008-07-01,2011-01-18,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"4 años, 2 meses, 6 días."
"UCCELLI LABARTHE MIGUEL","Banco Internacional del Peru S.A.A. (Interbank)","VICEPRESIDENTE TARJETAS CREDIT",2008-07-01,2011-01-18,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"5 años, 2 meses, 11 días."
"UCCELLI LABARTHE MIGUEL","Banco Internacional del Peru S.A.A. (Interbank)","VICEPRESIDENTE TARJETAS CREDIT",2008-07-01,2011-01-18,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","6 años, 2 meses, 9 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","Banco Ripley","GERENTE DE ADMINIST Y FINANZAS",2012-05-29,2013-02-28,"AFP HABITAT S.A.","GERENTE DE OPERACIONES INTERIN",2015-04-21,2015-07-13,"2 años, 1 meses, 24 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","Banco Ripley","GERENTE DE ADMINIST Y FINANZAS",2012-05-29,2013-02-28,"AFP HABITAT S.A.","GERENTE GENERAL",2013-03-15,"A la actualidad","0 años, 0 meses, 15 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","Banco Ripley","GERENTE FINANCIERO",2006-11-20,2012-05-29,"AFP HABITAT S.A.","GERENTE DE OPERACIONES INTERIN",2015-04-21,2015-07-13,"2 años, 10 meses, 23 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","Banco Ripley","GERENTE FINANCIERO",2006-11-20,2012-05-29,"AFP HABITAT S.A.","GERENTE GENERAL",2013-03-15,"A la actualidad","0 años, 9 meses, 14 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","Banco Ripley",,2012-01-31,2013-02-28,"AFP HABITAT S.A.","GERENTE DE OPERACIONES INTERIN",2015-04-21,2015-07-13,"2 años, 1 meses, 24 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","Banco Ripley",,2012-01-31,2013-02-28,"AFP HABITAT S.A.","GERENTE GENERAL",2013-03-15,"A la actualidad","0 años, 0 meses, 15 días."
"AVENDAÑO ARANA LEONOR MARIA","BBVA Banco Continental",,2009-01-22,2010-12-31,"AFP HORIZONTE S.A.",,2011-02-01,"A la actualidad","0 años, 1 meses, 1 días."
"AVENDAÑO ARANA LEONOR MARIA","BBVA Banco Continental",,2009-01-22,2010-12-31,"AFP HORIZONTE S.A.","GERENTE LEGAL",2011-02-01,"A la actualidad","0 años, 1 meses, 1 días."
"AVENDAÑO ARANA LEONOR MARIA","BBVA Banco Continental",,2009-01-22,2010-12-31,"AFP HORIZONTE S.A.","AUDITOR INTERNO",2013-05-22,"A la actualidad","2 años, 4 meses, 21 días."
"BRUCE MARTICORENA KARINA VICTORIA","BBVA Banco Continental","GERENTE DE OPERACIONES CENTRAL",2008-01-17,2010-09-30,"AFP HORIZONTE S.A.","GERENTE DE RECURSOS HUMANOS",2010-11-04,2013-07-25,"0 años, 1 meses, 5 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA Banco Continental","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.",,2008-12-17,"A la actualidad","0 años, 8 meses, 10 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA Banco Continental","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.","GERENTE GENERAL",2008-12-17,"A la actualidad","0 años, 8 meses, 10 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","BBVA Banco Continental","GTE. BCA. CORPORATIVA GLOBAL",2006-05-25,2008-04-07,"AFP HORIZONTE S.A.",DIRECTOR,2008-12-17,2013-04-23,"0 años, 8 meses, 10 días."
"PORTOCARRERO QUEVEDO FERNANDO","BBVA Banco Continental","GERENTE DE LA PRESID.",2004-06-01,2006-04-19,"AFP HORIZONTE S.A.",DIRECTOR,2006-09-13,2007-06-28,"0 años, 4 meses, 25 días."
"BAYLY LLONA WALTER","CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2000-12-19,2008-06-02,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2010-03-18,2013-03-21,"1 años, 9 meses, 16 días."
"BAYLY LLONA WALTER","CCR Inc. MT-100 Payment Rights Master Trust",OTROS,2000-12-19,2007-01-01,"PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO",2007-03-28,2008-02-29,"0 años, 2 meses, 27 días."
"BAYLY LLONA WALTER","CCR Inc. MT-100 Payment Rights Master Trust",OTROS,2000-12-19,2007-01-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2010-03-18,2013-03-21,"3 años, 2 meses, 17 días."
"CIGÜEÑAS GUEVARA BENEDICTO","CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2002-01-18,2004-08-24,"PRIMA AFP S.A.",DIRECTOR,2005-03-14,2008-02-29,"0 años, 6 meses, 18 días."
"BUSTAMANTE ROMERO IGNACIO JOSE","Cementos Pacasmayo S.A.A.",DIRECTOR,2003-04-03,2005-03-22,"PROFUTURO AFP",DIRECTOR,2016-03-29,"A la actualidad","11 años, 0 meses, 7 días."
"BUSTAMANTE ROMERO IGNACIO JOSE","Cementos Pacasmayo S.A.A.","DIRECTOR SUPLENTE",2005-03-22,2007-03-01,"PROFUTURO AFP",DIRECTOR,2016-03-29,"A la actualidad","9 años, 0 meses, 28 días."
"DAÑINO ZAPATA ROBERTO ENRIQUE","Cementos Pacasmayo S.A.A.",DIRECTOR,2002-08-27,2003-04-02,"AFP INTEGRA.",DIRECTOR,2009-01-29,2012-12-05,"5 años, 9 meses, 27 días."
"ROMERO SEMINARIO DIONISIO FERNANDO","Cementos Pacasmayo S.A.A.","DIRECTOR SUPLENTE",2005-03-22,2007-03-01,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2008-03-27,2009-03-02,"1 años, 0 meses, 26 días."
"ROMERO SEMINARIO DIONISIO FERNANDO","Cementos Pacasmayo S.A.A.","DIRECTOR SUPLENTE",2005-03-22,2007-03-01,"PRIMA AFP S.A.",DIRECTOR,2008-02-29,2008-03-27,"0 años, 11 meses, 28 días."
"DEL RIO JIMENEZ MANUEL ARTURO",Citileasing,DIRECTOR,2002-02-08,2003-09-05,"PROFUTURO AFP","MIEMBRO TITULAR COMITE EJECUT",2005-02-23,2005-04-27,"1 años, 5 meses, 18 días."
"ESPINOSA BEDOYA OSCAR GUILLERMO","Compañía Minera Atacocha S.A.A.",DIRECTOR,2001-03-06,2001-08-20,"PROFUTURO AFP",DIRECTOR,2007-03-28,2011-03-31,"5 años, 7 meses, 8 días."
"AVENDAÑO ARANA LEONOR MARIA","Corporacion Financiera de Desarrollo","GTE. ASESORIA  JURIDICA",2002-10-23,2003-09-22,"AFP HORIZONTE S.A.",,2011-02-01,"A la actualidad","7 años, 4 meses, 10 días."
"AVENDAÑO ARANA LEONOR MARIA","Corporacion Financiera de Desarrollo","GTE. ASESORIA  JURIDICA",2002-10-23,2003-09-22,"AFP HORIZONTE S.A.","GERENTE LEGAL",2011-02-01,"A la actualidad","7 años, 4 meses, 10 días."
"AVENDAÑO ARANA LEONOR MARIA","Corporacion Financiera de Desarrollo","GTE. ASESORIA  JURIDICA",2002-10-23,2003-09-22,"AFP HORIZONTE S.A.","AUDITOR INTERNO",2013-05-22,"A la actualidad","9 años, 8 meses, 0 días."
"AVENDAÑO ARANA LEONOR MARIA","Corporacion Financiera de Desarrollo","REPRESENTANTE BURSATIL",2003-01-29,2003-10-15,"AFP HORIZONTE S.A.",,2011-02-01,"A la actualidad","7 años, 3 meses, 17 días."
"AVENDAÑO ARANA LEONOR MARIA","Corporacion Financiera de Desarrollo","REPRESENTANTE BURSATIL",2003-01-29,2003-10-15,"AFP HORIZONTE S.A.","GERENTE LEGAL",2011-02-01,"A la actualidad","7 años, 3 meses, 17 días."
"AVENDAÑO ARANA LEONOR MARIA","Corporacion Financiera de Desarrollo","REPRESENTANTE BURSATIL",2003-01-29,2003-10-15,"AFP HORIZONTE S.A.","AUDITOR INTERNO",2013-05-22,"A la actualidad","9 años, 7 meses, 7 días."
"CONTERNO MARTINELLI ELENA AIDA","Corporacion Financiera de Desarrollo",DIRECTOR,2006-01-06,2007-03-19,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","10 años, 0 meses, 8 días."
"GRADOS SMITH PEDRO LUIS TIRSO","Corporacion Financiera de Desarrollo",DIRECTOR,2008-02-12,2009-01-14,"PROFUTURO AFP","GERENTE GENERAL ADJUNTO",2011-04-25,2012-07-31,"2 años, 3 meses, 11 días."
"GRADOS SMITH PEDRO LUIS TIRSO","Corporacion Financiera de Desarrollo",DIRECTOR,2008-02-12,2009-01-14,"PROFUTURO AFP","GERENTE GENERAL",2012-08-01,2015-06-21,"3 años, 6 meses, 18 días."
"GRADOS SMITH PEDRO LUIS TIRSO","Corporacion Financiera de Desarrollo",DIRECTOR,2008-02-12,2009-01-14,"PROFUTURO AFP",DIRECTOR,2015-07-06,2016-09-27,"6 años, 5 meses, 22 días."
"BAYLY LLONA WALTER","Credicorp LTD.","GTE. FINANZAS Y CONTABILIDAD",2005-11-24,2008-03-28,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2010-03-18,2013-03-21,"1 años, 11 meses, 18 días."
"MUÑOZ RIVERA JOSE LUIS","Credicorp LTD.","GERENTE DE CONTABILIDAD",2005-01-14,2005-01-14,"AFP UNION VIDA S A","GERENTE DE CONTABILIDAD",2006-09-28,"A la actualidad","1 años, 8 meses, 14 días."
"MUÑOZ RIVERA JOSE LUIS","Credicorp LTD.","GERENTE DE CONTABILIDAD",2005-01-14,2005-01-14,"AFP UNION VIDA S A",DIRECTOR,2006-08-25,"A la actualidad","1 años, 7 meses, 11 días."
"CHANG MILLA CESAR AUGUSTO","Crediscotia Financiera","GTE DE TECNOLOGÍA Y OPERAC.",2006-08-07,2008-01-01,"AFP INTEGRA.",,2017-01-25,"A la actualidad","9 años, 0 meses, 24 días."
"CHANG MILLA CESAR AUGUSTO","Crediscotia Financiera","GTE DE TECNOLOGÍA Y OPERAC.",2006-08-07,2008-01-01,"AFP INTEGRA.","VP FINANZAS OPERACIONES Y TI",2016-12-22,"A la actualidad","8 años, 11 meses, 21 días."
"CHANG MILLA CESAR AUGUSTO","Crediscotia Financiera","GTE DE TECNOLOGÍA Y OPERAC.",2006-08-07,2008-01-01,"AFP INTEGRA.","VICEPRESIDENTE DE OPS Y TI",2013-11-01,2016-12-22,"5 años, 10 meses, 0 días."
"CHANG MILLA CESAR AUGUSTO","Crediscotia Financiera","GTE DE TECNOLOGÍA Y OPERAC.",2006-08-07,2008-01-01,"AFP INTEGRA.","GERENTE CENTRAL DE OPS Y SIST.",2008-02-01,2013-10-31,"0 años, 1 meses, 0 días."
"GONZALEZ TABOADA CARLOS","Crediscotia Financiera",DIRECTOR,2009-03-31,2010-04-30,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","2 años, 11 meses, 24 días."
"GONZALEZ TABOADA CARLOS","Crediscotia Financiera","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2010-03-19,2013-03-26,"0 años, 11 meses, 16 días."
"GONZALEZ TABOADA CARLOS","Crediscotia Financiera","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","4 años, 0 meses, 23 días."
"MEEK  JAMES TULLY","Crediscotia Financiera",DIRECTOR,2015-03-31,2015-04-29,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"0 años, 11 meses, 0 días."
"MEEK  JAMES TULLY","Crediscotia Financiera",DIRECTOR,2015-03-31,2015-04-29,"PROFUTURO AFP",DIRECTOR,2015-07-06,2016-03-29,"0 años, 2 meses, 7 días."
"UCCELLI LABARTHE MIGUEL","Crediscotia Financiera",DIRECTOR,2015-03-31,2015-04-29,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"0 años, 11 meses, 0 días."
"UCCELLI LABARTHE MIGUEL","Crediscotia Financiera",DIRECTOR,2015-03-31,2015-04-29,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","1 años, 10 meses, 26 días."
"UCCELLI LABARTHE MIGUEL","Crediscotia Financiera","PRESIDENTE DEL DIRECTORIO",2015-04-29,2016-03-31,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","0 años, 11 meses, 24 días."
"SANCHEZ CARRION TRONCON EDUARDO JOSE","Deutsche Bank (Peru) S.A.",DIRECTOR,2008-10-20,2012-06-26,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","4 años, 9 meses, 1 días."
"SANCHEZ CARRION TRONCON EDUARDO JOSE","Deutsche Bank (Peru) S.A.","PRESIDENTE DEL DIRECTORIO",2012-06-26,2015-03-30,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","1 años, 11 meses, 25 días."
"SANCHEZ CARRION TRONCON EDUARDO JOSE","Deutsche Bank (Peru) S.A.","GERENTE GENERAL",2008-06-25,2016-07-13,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","0 años, 8 meses, 14 días."
"SANCHEZ CARRION TRONCON EDUARDO JOSE","Deutsche Bank (Peru) S.A.",,2014-05-16,2016-07-13,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","0 años, 8 meses, 14 días."
"CACERES SAYAN JAIME GUSTAVO","Enel Generación Perú S.A.A.","VICEPRESIDENTE DEL DIRECTORIO",2002-04-18,2003-01-16,"AFP INTEGRA.","PRESIDENTE EJECUTIVO",2005-01-21,2009-04-30,"2 años, 0 meses, 5 días."
"CACERES SAYAN JAIME GUSTAVO","Enel Generación Perú S.A.A.","VICEPRESIDENTE DEL DIRECTORIO",2002-04-18,2003-01-16,"AFP INTEGRA.","PRESIDENTE DEL DIRECTORIO",2007-01-19,2009-04-30,"4 años, 0 meses, 3 días."
"CACERES SAYAN JAIME GUSTAVO","Enel Generación Perú S.A.A.","VICEPRESIDENTE DEL DIRECTORIO",2002-04-18,2003-01-16,"AFP INTEGRA.",DIRECTOR,2009-05-01,2009-08-26,"6 años, 3 meses, 15 días."
"DE BERNARDIS LLOSA LUIS MARCELO ATTILIO","Engie Energía Perú S.A.","DIRECTOR ALTERNO",2005-07-27,2011-03-15,"AFP HORIZONTE S.A.",DIRECTOR,2013-04-23,"A la actualidad","2 años, 1 meses, 8 días."
"ZAGAL OTINIANO DAPHNE ELIZABETH","Engie Energía Perú S.A.","REPRESENTANTE BURSATIL ALTERNO",2005-12-13,2006-02-02,"AFP INTEGRA.","VICEPRESIDENTE LEGAL Y CUMPLIM",2013-11-01,"A la actualidad","7 años, 8 meses, 30 días."
"UCCELLI LABARTHE MIGUEL","Financiera Oh! S.A.",DIRECTOR,2010-03-31,2013-03-20,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"2 años, 0 meses, 4 días."
"UCCELLI LABARTHE MIGUEL","Financiera Oh! S.A.",DIRECTOR,2010-03-31,2013-03-20,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"3 años, 0 meses, 9 días."
"UCCELLI LABARTHE MIGUEL","Financiera Oh! S.A.",DIRECTOR,2010-03-31,2013-03-20,"PROFUTURO AFP",DIRECTOR,2017-03-27,"A la actualidad","4 años, 0 meses, 7 días."
"FORT HURTADO MARCEL BERNARD",Interseguro,"GERENTE COMERCIAL",2003-12-16,2007-05-11,"AFP INTEGRA.","VICEPRESIDENTE COMERCIAL",2013-11-01,2015-05-19,"6 años, 5 meses, 21 días."
"FORT HURTADO MARCEL BERNARD",Interseguro,"GERENTE COMERCIAL",2003-12-16,2007-05-11,"AFP INTEGRA.","GERENTE CENTRAL COMERCIAL",2012-01-02,2013-10-31,"4 años, 7 meses, 22 días."
"KOCNIM CHIOCK GUILLERMO",Interseguro,"REPRESENTANTE BURSATIL",2003-02-18,2003-09-30,"AFP INTEGRA.","GERENTE RIESGOS DE INVERSION",2013-05-15,2013-10-31,"9 años, 7 meses, 15 días."
"ROMERO PAOLETTI DIONISIO","Inversiones Centenario S.A.A.",DIRECTOR,2003-03-28,2003-03-28,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2009-03-26,2010-03-03,"5 años, 11 meses, 26 días."
"ROMERO PAOLETTI DIONISIO","Inversiones Centenario S.A.A.",DIRECTOR,2003-03-28,2003-03-28,"PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"5 años, 11 meses, 2 días."
"ROMERO PAOLETTI DIONISIO","Palmas del Espino","VICEPRESIDENTE DEL DIRECTORIO",2002-06-20,2002-07-31,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2009-03-26,2010-03-03,"6 años, 7 meses, 23 días."
"ROMERO PAOLETTI DIONISIO","Palmas del Espino","VICEPRESIDENTE DEL DIRECTORIO",2002-06-20,2002-07-31,"PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"6 años, 6 meses, 30 días."
"ROMERO SEMINARIO DIONISIO FERNANDO","Palmas del Espino","PRESIDENTE DEL DIRECTORIO",2002-06-20,2002-07-31,"PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2008-03-27,2009-03-02,"5 años, 7 meses, 25 días."
"ROMERO SEMINARIO DIONISIO FERNANDO","Palmas del Espino","PRESIDENTE DEL DIRECTORIO",2002-06-20,2002-07-31,"PRIMA AFP S.A.",DIRECTOR,2008-02-29,2008-03-27,"5 años, 6 meses, 29 días."
"HERRERA VASQUEZ EDUARDO MARTIN","Refinería la Pampilla S.A.","DIRECTOR SUPLENTE",2004-05-06,2004-11-05,"PROFUTURO AFP","GERENTE DE INVERSIONES",2005-02-01,2008-10-15,"0 años, 2 meses, 27 días."
"GARCIA HAAKER ALBERTO JAVIER","Saga Fallabella","GERENTE DE PERSONAL Y RRHH",2004-10-26,2005-03-15,"AFP INTEGRA.","VICEPRESIDENTE GESTION HUMANA",2013-11-01,"A la actualidad","8 años, 7 meses, 17 días."
"GARCIA HAAKER ALBERTO JAVIER","Saga Fallabella","GERENTE DE PERSONAL Y RRHH",2004-10-26,2005-03-15,"AFP INTEGRA.","GERENTE CENTRAL DE RRHH",2011-01-12,2013-10-31,"5 años, 9 meses, 28 días."
"GARCIA HAAKER ALBERTO JAVIER","Saga Fallabella","GERENTE DE PERSONAL Y RRHH",2004-10-26,2005-03-15,"AFP INTEGRA.","GERENCIA CENTRAL DE RRHH",2008-02-01,2008-02-01,"2 años, 10 meses, 17 días."
"GARCIA HAAKER ALBERTO JAVIER","Saga Fallabella","GERENTE DE PERSONAL Y RRHH",2004-10-26,2005-03-15,"AFP INTEGRA.","GERENTE GENERAL",2010-12-17,2011-01-12,"5 años, 9 meses, 2 días."
"DE LA FELD  HUBERT","Scotia Sociedad Titulizadora S.A.",DIRECTOR,2003-03-21,2007-03-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2010-03-19,2013-03-26,"2 años, 11 meses, 17 días."
"DE LA FELD  HUBERT","Scotia Sociedad Titulizadora S.A.",DIRECTOR,2003-03-21,2007-03-30,"PROFUTURO AFP",DIRECTOR,2008-06-19,2010-03-19,"1 años, 2 meses, 20 días."
"BARRIOS BULLER FERNANDO JAVIER","Scotiabank del Perú","GTE. COMERCIALIZACION  Y VTAS.",2004-09-29,2007-02-28,"PROFUTURO AFP","GERENTE COMERCIAL",2013-04-01,2015-09-15,"6 años, 1 meses, 4 días."
"CACERES SAYAN JAIME GUSTAVO","Scotiabank del Perú",DIRECTOR,2002-04-12,2003-03-21,"AFP INTEGRA.","PRESIDENTE EJECUTIVO",2005-01-21,2009-04-30,"1 años, 10 meses, 0 días."
"CACERES SAYAN JAIME GUSTAVO","Scotiabank del Perú",DIRECTOR,2002-04-12,2003-03-21,"AFP INTEGRA.","PRESIDENTE DEL DIRECTORIO",2007-01-19,2009-04-30,"3 años, 9 meses, 29 días."
"CACERES SAYAN JAIME GUSTAVO","Scotiabank del Perú",DIRECTOR,2002-04-12,2003-03-21,"AFP INTEGRA.",DIRECTOR,2009-05-01,2009-08-26,"6 años, 1 meses, 10 días."
"CALDERON HERRADA CESAR ERNESTO","Scotiabank del Perú","GERENTE PRINCIPAL",2001-12-06,2006-05-24,"PROFUTURO AFP",DIRECTOR,2010-03-19,2015-07-06,"3 años, 9 meses, 23 días."
"CALDERON HERRADA CESAR ERNESTO","Scotiabank del Perú","GERENTE PRINCIPAL",2001-12-06,2006-05-24,"AFP HORIZONTE S.A.",DIRECTOR,2013-04-23,"A la actualidad","6 años, 10 meses, 30 días."
"CALDERON HERRADA CESAR ERNESTO","Scotiabank del Perú","VICEP. OPERACIONES Y ADMINIST.",2006-05-24,2011-04-27,"AFP HORIZONTE S.A.",DIRECTOR,2013-04-23,"A la actualidad","1 años, 11 meses, 27 días."
"COATE - MICHAEL","Scotiabank del Perú","VICEP. AUDITORIA SEG. E INVEST",2006-05-24,2009-02-11,"PROFUTURO AFP","DIRECTOR ALTERNO",2009-03-27,2011-03-31,"0 años, 1 meses, 16 días."
"DE LA FELD  HUBERT","Scotiabank del Perú","GERENTE DIVISION COMERCIAL",2002-08-29,2004-06-24,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2010-03-19,2013-03-26,"5 años, 8 meses, 23 días."
"DE LA FELD  HUBERT","Scotiabank del Perú","GERENTE DIVISION COMERCIAL",2002-08-29,2004-06-24,"PROFUTURO AFP",DIRECTOR,2008-06-19,2010-03-19,"3 años, 11 meses, 26 días."
"DE LA FELD  HUBERT","Scotiabank del Perú","RESPONSABLE BANCA RETAIL",2006-05-24,2007-02-28,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2010-03-19,2013-03-26,"3 años, 0 meses, 19 días."
"DE LA FELD  HUBERT","Scotiabank del Perú","RESPONSABLE BANCA RETAIL",2006-05-24,2007-02-28,"PROFUTURO AFP",DIRECTOR,2008-06-19,2010-03-19,"1 años, 3 meses, 22 días."
"DE LA FELD  HUBERT","Scotiabank del Perú","VICEP. SENIOR BANCA RETAIL",2002-10-11,2009-09-24,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2010-03-19,2013-03-26,"0 años, 5 meses, 23 días."
"GONZALEZ TABOADA CARLOS","Scotiabank del Perú",DIRECTOR,2003-08-28,2004-04-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2008-06-27,2010-03-19,"4 años, 1 meses, 28 días."
