"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"Banco de Crédito del Perú",,2016-06-24,"A la actualidad","11 años, 3 meses, 10 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"Banco de Crédito del Perú","G.CENTRAL BCA. MINORISTA",2008-09-25,"A la actualidad","0 años, 5 meses, 24 días."
"FERRARI QUIÑE MARIO ALBERTO","AFP UNION VIDA S A",DIRECTOR,"Banco de Crédito del Perú",,2010-01-01,2015-04-22,"3 años, 4 meses, 7 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","Banco de Crédito del Perú","GERENTE DE SUBSIDIARIAS",2012-05-10,2013-03-21,"0 años, 1 meses, 10 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.",DIRECTOR,"Banco de Crédito del Perú","G. CENTRAL ADM. DE ACTIVOS",2008-04-01,2010-03-18,"1 años, 0 meses, 4 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","Banco de Crédito del Perú","G. CENTRAL ADM. DE ACTIVOS",2010-03-18,2012-02-22,"1 años, 11 meses, 17 días."
"RAMIREZ DEL VILLAR LOPEZ DE ROMAÑA JORGE EDUARDO GUILLERMO","AFP UNION VIDA S A",DIRECTOR,"Banco de Crédito del Perú","G. CENTRAL DE OPERAC Y SISTEM",2010-03-01,2016-09-30,"3 años, 6 meses, 4 días."
"RAMIREZ DEL VILLAR LOPEZ DE ROMAÑA JORGE EDUARDO GUILLERMO","AFP UNION VIDA S A","GERENTE DE FINANZAS","Banco de Crédito del Perú","G. CENTRAL DE OPERAC Y SISTEM",2010-03-01,2016-09-30,"3 años, 5 meses, 1 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","Banco de Crédito del Perú","PRESIDENTE DEL DIRECTORIO",2009-03-31,2010-03-03,"0 años, 0 meses, 5 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,"Banco de Crédito del Perú","VICEPRESIDENTE DEL DIRECTORIO",2009-03-02,2009-03-26,"0 años, 11 meses, 2 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","Banco de Crédito del Perú","VICEPRESIDENTE DEL DIRECTORIO",2009-03-26,2009-03-31,"0 años, 11 meses, 26 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"Banco de Crédito del Perú","G.CENTRAL DE NEGOCIOS MAYORIST",2010-03-04,"A la actualidad","1 años, 11 meses, 3 días."
"HUME HURTADO MARIA JESUS","AFP INTEGRA.","PRESIDENTE DEL DIRECTORIO","Banco Falabella",DIRECTOR,2013-09-01,"A la actualidad","2 años, 8 meses, 15 días."
"DU BOIS FREUND FRITZ PAUL FELIX","AFP INTEGRA.",DIRECTOR,"Banco Internacional del Peru S.A.A. (Interbank)",DIRECTOR,2006-10-17,2008-12-16,"5 años, 8 meses, 2 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","MIEMBRO COMITE DE RIESGOS","Banco Ripley","GERENTE DE ADMINIST Y FINANZAS",2012-05-29,2013-02-28,"5 años, 8 meses, 15 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","GERENTE DE INVERSIONES","Banco Ripley","GERENTE DE ADMINIST Y FINANZAS",2012-05-29,2013-02-28,"6 años, 1 meses, 22 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","MIEMBRO COMITE DE RIESGOS","Banco Ripley","GERENTE FINANCIERO",2006-11-20,2012-05-29,"0 años, 2 meses, 6 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","GERENTE DE INVERSIONES","Banco Ripley","GERENTE FINANCIERO",2006-11-20,2012-05-29,"0 años, 7 meses, 13 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","MIEMBRO COMITE DE RIESGOS","Banco Ripley",,2012-01-31,2013-02-28,"5 años, 4 meses, 17 días."
"ALVAREZ DE LA TORRE JARA MARIANO EMILIO","AFP UNION VIDA S A","GERENTE DE INVERSIONES","Banco Ripley",,2012-01-31,2013-02-28,"5 años, 9 meses, 24 días."
"AVENDAÑO ARANA LEONOR MARIA","AFP HORIZONTE S.A.","AUDITOR INTERNO","Banco Ripley","GERENTE LEGAL",2013-10-10,"A la actualidad","0 años, 4 meses, 18 días."
"AVENDAÑO ARANA LEONOR MARIA","AFP HORIZONTE S.A.","GERENTE LEGAL","Banco Ripley","GERENTE LEGAL",2013-10-10,"A la actualidad","2 años, 8 meses, 9 días."
"AVENDAÑO ARANA LEONOR MARIA","AFP HORIZONTE S.A.",,"Banco Ripley","GERENTE LEGAL",2013-10-10,"A la actualidad","2 años, 8 meses, 9 días."
"ARAOZ MEDANIC JAIME","AFP HORIZONTE S.A.",DIRECTOR,"BBVA Banco Continental","DIRECTOR ALTERNO",2013-03-27,2013-04-23,"4 años, 1 meses, 1 días."
"BORRA NUÑEZ WALTER ARY","AFP HORIZONTE S.A.","AUDITOR INTERNO","BBVA Banco Continental","AUDITOR INTERNO",2011-10-27,2013-05-22,"1 años, 8 meses, 29 días."
"BORRA NUÑEZ WALTER ARY","AFP HORIZONTE S.A.","GERENTE COMERCIAL","BBVA Banco Continental","AUDITOR INTERNO",2010-01-28,2010-03-29,"3 años, 0 meses, 25 días."
"BRUCE MARTICORENA KARINA VICTORIA","AFP HORIZONTE S.A.","GERENTE DE RECURSOS HUMANOS","BBVA Banco Continental","GERENTE GENERAL ADJUNTO",2010-11-04,2013-07-25,"0 años, 1 meses, 3 días."
"BRUCE MARTICORENA KARINA VICTORIA","AFP HORIZONTE S.A.","GERENTE DE RECURSOS HUMANOS","BBVA Banco Continental","GER.GEN.ADJ. TALENTO & CULTURA",2010-11-04,2013-07-25,"0 años, 1 meses, 3 días."
"CALDERON FUENTES EDWIN HUMBERTO","AFP HORIZONTE S.A.","OFICIAL CUMPLIMIENTO NORMATIVO","BBVA Banco Continental","GERENTE DE CONTROL INTERNO E I",2011-10-27,2013-05-22,"3 años, 9 meses, 10 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","AFP HORIZONTE S.A.",DIRECTOR,"BBVA Banco Continental","GTE GRAL ADJUNTO BCA MAYORISTA",2008-12-17,2008-12-18,"0 años, 8 meses, 10 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","AFP HORIZONTE S.A.","GERENTE GENERAL","BBVA Banco Continental","GTE GRAL ADJUNTO BCA MAYORISTA",2008-12-17,2008-12-18,"0 años, 8 meses, 10 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","AFP HORIZONTE S.A.",,"BBVA Banco Continental","GTE GRAL ADJUNTO BCA MAYORISTA",2008-12-17,2008-12-18,"0 años, 8 meses, 10 días."
"COLOMER GUIU JOSE ANTONIO","AFP HORIZONTE S.A.",DIRECTOR,"BBVA Banco Continental",DIRECTOR,2000-05-17,2004-02-05,"0 años, 1 meses, 23 días."
"COLOMER GUIU JOSE ANTONIO","AFP HORIZONTE S.A.",DIRECTOR-SUPLENTE,"BBVA Banco Continental",DIRECTOR,2000-03-24,2000-05-17,"0 años, 1 meses, 17 días."
"COLOMER GUIU JOSE ANTONIO","AFP HORIZONTE S.A.",DIRECTOR,"BBVA Banco Continental","GERENTE GENERAL",2000-05-17,2004-02-05,"0 años, 4 meses, 16 días."
"COLOMER GUIU JOSE ANTONIO","AFP HORIZONTE S.A.",DIRECTOR-SUPLENTE,"BBVA Banco Continental","GERENTE GENERAL",2000-02-07,2000-05-17,"0 años, 1 meses, 6 días."
"DONAIRE MECA JORDI","AFP HORIZONTE S.A.",DIRECTOR,"BBVA Banco Continental","DIRECTOR SUPLENTE",2008-03-27,2009-03-31,"0 años, 0 meses, 0 días."
"KLINAR BARBUZA ROBERTO","AFP HORIZONTE S.A.","GTE. RECURSOS HUMANOS","BBVA Banco Continental","GERENTE DE RECURSOS HUMANOS",2006-04-19,2010-09-30,"5 años, 6 meses, 22 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.","GERENTE GENERAL","BBVA Banco Continental",DIRECTOR,2003-03-18,2004-03-26,"1 años, 1 meses, 13 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.",,"BBVA Banco Continental",DIRECTOR,2003-03-18,2004-03-26,"1 años, 1 meses, 13 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.","GERENTE GENERAL","BBVA Banco Continental","DIRECTOR SUPLENTE",2002-03-13,2002-06-13,"0 años, 1 meses, 8 días."
"MARIN ESTEVEZ JAVIER","AFP HORIZONTE S.A.",,"BBVA Banco Continental","DIRECTOR SUPLENTE",2002-03-13,2002-06-13,"0 años, 1 meses, 8 días."
"TORRES ALARCON JUAN MANUEL","AFP HORIZONTE S.A.","DIRECTOR -SUPLENTE","BBVA Banco Continental","DIRECTOR ALTERNO",2001-03-21,2002-03-13,"1 años, 1 meses, 14 días."
"TORRES ALARCON JUAN MANUEL","AFP HORIZONTE S.A.","DIRECTOR -SUPLENTE","BBVA Banco Continental","DIRECTOR SUPLENTE",2002-03-13,2006-05-25,"2 años, 1 meses, 6 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2005-03-14,2007-03-28,"4 años, 2 meses, 23 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2007-03-28,2008-02-29,"6 años, 3 meses, 9 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"CCR Inc. MT-100 Payment Rights Master Trust",OTROS,2005-03-14,2007-01-01,"4 años, 2 meses, 23 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","CCR Inc. MT-100 Payment Rights Master Trust","PRESIDENTE DEL DIRECTORIO",2010-03-18,2013-03-21,"1 años, 9 meses, 16 días."
"CORREA MALACHOWSKI ALVARO","PRIMA AFP S.A.",DIRECTOR,"CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2008-06-02,2013-10-03,"0 años, 3 meses, 4 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"CCR Inc. MT-100 Payment Rights Master Trust","PRESIDENTE DEL DIRECTORIO",2013-10-03,"A la actualidad","8 años, 6 meses, 19 días."
"FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO","PRIMA AFP S.A.",DIRECTOR,"CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2008-09-25,"A la actualidad","0 años, 3 meses, 23 días."
"FERRARI QUIÑE MARIO ALBERTO","AFP UNION VIDA S A",DIRECTOR,"CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2006-08-25,2015-12-09,"5 años, 8 meses, 6 días."
"FERRARI QUIÑE MARIO ALBERTO","AFP UNION VIDA S A",DIRECTOR,"CCR Inc. MT-100 Payment Rights Master Trust",OTROS,2006-08-25,2007-01-01,"5 años, 8 meses, 6 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.",DIRECTOR,"CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2008-06-02,2010-03-18,"1 años, 2 meses, 5 días."
"MAGGIOLO DIBOS JAVIER ERNESTO","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2010-03-18,2012-03-08,"1 años, 9 meses, 16 días."
"MORALES DASSO JOSE RAIMUNDO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","CCR Inc. MT-100 Payment Rights Master Trust",OTROS,2005-03-14,2007-01-01,"4 años, 2 meses, 23 días."
"MORALES DASSO JOSE RAIMUNDO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","CCR Inc. MT-100 Payment Rights Master Trust","PRESIDENTE DEL DIRECTORIO",2005-03-14,2008-02-29,"4 años, 2 meses, 23 días."
"RUBIO FEIJOO PEDRO","PRIMA AFP S.A.",DIRECTOR,"CCR Inc. MT-100 Payment Rights Master Trust",DIRECTOR,2010-03-04,"A la actualidad","1 años, 9 meses, 2 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,"Cementos Pacasmayo S.A.A.",DIRECTOR,2009-03-02,2009-03-26,"3 años, 11 meses, 8 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","Cementos Pacasmayo S.A.A.",DIRECTOR,2009-03-26,2010-03-03,"4 años, 0 meses, 4 días."
"GOTSIS DROUTSIS CONSTANTINO","PROFUTURO AFP",DIRECTOR,"Citibank N.A. (Perú)","PRESIDENTE DEL DIRECTORIO",2004-05-01,2006-03-27,"0 años, 0 meses, 3 días."
"GOTSIS DROUTSIS CONSTANTINO","PROFUTURO AFP",DIRECTOR,"Citibank N.A. (Perú)","GERENTE GENERAL",2004-05-01,2006-03-27,"0 años, 0 meses, 3 días."
"GOTSIS DROUTSIS CONSTANTINO","PROFUTURO AFP",DIRECTOR,"Citibank N.A. (Perú)",,2004-08-17,2004-08-17,"0 años, 3 meses, 20 días."
"ALVAREZ CALDERON MELENDEZ GUILLERMO MANUEL JESUS","PROFUTURO AFP",DIRECTOR,Citileasing,DIRECTOR,2001-01-30,2001-07-18,"0 años, 0 meses, 14 días."
"DEL RIO JIMENEZ MANUEL ARTURO","PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",Citileasing,DIRECTOR,2002-02-08,2003-09-05,"0 años, 11 meses, 11 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","AFP HORIZONTE S.A.",DIRECTOR,"Continental Sociedad Titulizadora S.A.","PRESIDENTE DEL DIRECTORIO",2008-12-17,2009-01-30,"0 años, 6 meses, 0 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","AFP HORIZONTE S.A.","GERENTE GENERAL","Continental Sociedad Titulizadora S.A.","PRESIDENTE DEL DIRECTORIO",2008-12-17,2009-01-30,"0 años, 6 meses, 0 días."
"CARRANZA JAHNSEN RAFAEL OSCAR","AFP HORIZONTE S.A.",,"Continental Sociedad Titulizadora S.A.","PRESIDENTE DEL DIRECTORIO",2008-12-17,2009-01-30,"0 años, 6 meses, 0 días."
"GONZALES CHIRINOS BRUNO","AFP HORIZONTE S.A.","GTE DE MIDDLE OFFICE Y REG MCD","Continental Sociedad Titulizadora S.A.","ASESOR LEGAL",2011-07-18,"A la actualidad","3 años, 1 meses, 28 días."
"PELLEJERO COLLADO ENRIQUE","AFP HORIZONTE S.A.",DIRECTOR,"Continental Sociedad Titulizadora S.A.",DIRECTOR,2002-10-17,2004-02-05,"0 años, 6 meses, 15 días."
"PELLEJERO COLLADO ENRIQUE","AFP HORIZONTE S.A.","DIRECTOR SUPLENTE","Continental Sociedad Titulizadora S.A.",DIRECTOR,2002-04-02,2002-10-17,"1 años, 10 meses, 16 días."
"GRADOS SMITH PEDRO LUIS TIRSO","PROFUTURO AFP","GERENTE DE INVERSIONES","Corporacion Financiera de Desarrollo",DIRECTOR,2008-12-15,2009-01-14,"0 años, 10 meses, 3 días."
"CIGÜEÑAS GUEVARA BENEDICTO","PRIMA AFP S.A.",DIRECTOR,"Credicorp Capital Sociedad Titulizadora S.A.",DIRECTOR,2007-03-28,2008-02-29,"2 años, 0 meses, 14 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","Credicorp Capital Sociedad Titulizadora S.A.","PRESIDENTE DEL DIRECTORIO",2009-04-22,2010-03-03,"0 años, 0 meses, 27 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,"Credicorp Capital Sociedad Titulizadora S.A.","VICEPRESIDENTE DEL DIRECTORIO",2009-03-02,2009-03-26,"0 años, 10 meses, 5 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","Credicorp Capital Sociedad Titulizadora S.A.","VICEPRESIDENTE DEL DIRECTORIO",2009-03-26,2009-04-22,"0 años, 11 meses, 1 días."
"ROMERO SEMINARIO DIONISIO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"Credicorp Capital Sociedad Titulizadora S.A.","PRESIDENTE DEL DIRECTORIO",2008-02-29,2008-03-27,"0 años, 11 meses, 1 días."
"ROMERO SEMINARIO DIONISIO FERNANDO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","Credicorp Capital Sociedad Titulizadora S.A.","PRESIDENTE DEL DIRECTORIO",2008-03-27,2009-03-02,"0 años, 11 meses, 28 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","Credicorp LTD.","GERENTE GENERAL",2010-03-18,2013-03-21,"1 años, 11 meses, 18 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"Credicorp LTD.","GTE. FINANZAS Y CONTABILIDAD",2005-11-24,2007-03-28,"0 años, 8 meses, 10 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO","Credicorp LTD.","GTE. FINANZAS Y CONTABILIDAD",2007-03-28,2008-02-29,"1 años, 4 meses, 4 días."
"CORREA MALACHOWSKI ALVARO","PRIMA AFP S.A.",DIRECTOR,"Credicorp LTD.","GERENTE DE SEGUROS",2013-10-01,2013-10-09,"5 años, 7 meses, 2 días."
"CORREA MALACHOWSKI ALVARO","PRIMA AFP S.A.",DIRECTOR,"Credicorp LTD.","GTE. FINANZAS Y CONTABILIDAD",2008-03-28,2013-09-30,"0 años, 0 meses, 28 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"Credicorp LTD.","GERENTE DE FINANZAS",2013-10-01,"A la actualidad","8 años, 6 meses, 17 días."
"DASSO MONTERO FERNANDO","PRIMA AFP S.A.",DIRECTOR,"Credicorp LTD.",,2016-06-24,"A la actualidad","11 años, 3 meses, 10 días."
"FERRARI QUIÑE MARIO ALBERTO","AFP UNION VIDA S A",DIRECTOR,"Credicorp LTD.",,2006-08-25,2015-04-22,"4 años, 10 meses, 8 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","Credicorp LTD.","PRESIDENTE DEL DIRECTORIO",2009-03-31,2010-03-03,"0 años, 0 meses, 5 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","Credicorp LTD.","PRESIDENTE EJECUTIVO",2009-03-31,2010-03-03,"0 años, 0 meses, 5 días."
"ARAMBURU ARIAS IGNACIO","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2017-01-31,"A la actualidad","0 años, 0 meses, 1 días."
"CALDA GIURATO RAFAEL MARIO","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2010-03-30,2012-08-06,"1 años, 9 meses, 11 días."
"CALDA GIURATO RAFAEL MARIO","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera","DIRECTOR ALTERNO",2008-09-12,2010-03-30,"0 años, 2 meses, 24 días."
"CALDERON HERRADA CESAR ERNESTO","AFP HORIZONTE S.A.",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2013-04-23,2016-03-31,"4 años, 9 meses, 8 días."
"CALDERON HERRADA CESAR ERNESTO","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2010-03-19,2015-07-06,"1 años, 8 meses, 4 días."
"COATE - MICHAEL","PROFUTURO AFP","DIRECTOR ALTERNO","Crediscotia Financiera",DIRECTOR,2009-03-31,2011-03-31,"0 años, 0 meses, 4 días."
"COATE  MICHAEL BRADLEY","PROFUTURO AFP","DIRECTOR SUPLENTE","Crediscotia Financiera",DIRECTOR,2012-03-30,2012-10-23,"0 años, 11 meses, 28 días."
"CONTERNO MARTINELLI ELENA AIDA","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2017-03-31,"A la actualidad","0 años, 0 meses, 4 días."
"DE LA FELD  HUBERT","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2008-07-15,2010-03-19,"0 años, 0 meses, 26 días."
"DE LA FELD  HUBERT","PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO","Crediscotia Financiera",DIRECTOR,2010-03-19,2010-04-30,"1 años, 8 meses, 4 días."
"DE LA FELD  HUBERT","PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO","Crediscotia Financiera","VICEPRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"0 años, 1 meses, 11 días."
"GONZALEZ TABOADA CARLOS","PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO","Crediscotia Financiera",DIRECTOR,2010-03-19,2010-04-30,"0 años, 11 meses, 16 días."
"GONZALEZ TABOADA CARLOS","PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO","Crediscotia Financiera",DIRECTOR,2009-03-31,2010-03-19,"0 años, 9 meses, 4 días."
"GONZALEZ TABOADA CARLOS","PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO","Crediscotia Financiera","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"0 años, 0 meses, 18 días."
"MEEK  JAMES TULLY","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera","VICEPRESIDENTE DEL DIRECTORIO",2015-07-06,2016-03-29,"0 años, 2 meses, 7 días."
"MEEK  JAMES TULLY","PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO","Crediscotia Financiera","VICEPRESIDENTE DEL DIRECTORIO",2016-03-29,2016-03-31,"0 años, 11 meses, 0 días."
"MEEK --- JAMES TULLY","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2017-03-31,2017-04-25,"0 años, 0 meses, 4 días."
"MEEK --- JAMES TULLY","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera","VICEPRESIDENTE DEL DIRECTORIO",2017-04-25,"A la actualidad","0 años, 0 meses, 29 días."
"PARRA ERKEL LUIS","PROFUTURO AFP","DIRECTOR ALTERNO","Crediscotia Financiera",DIRECTOR,2008-07-15,2009-03-27,"0 años, 0 meses, 18 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","AFP HORIZONTE S.A.","DIRECTOR SUPLENTE","Crediscotia Financiera","DIRECTOR ALTERNO",2013-04-23,2016-03-31,"4 años, 7 meses, 11 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera","DIRECTOR ALTERNO",2011-03-31,2016-03-29,"2 años, 6 meses, 19 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","PROFUTURO AFP","DIRECTOR ALTERNO","Crediscotia Financiera","DIRECTOR ALTERNO",2008-09-12,2011-03-31,"0 años, 2 meses, 16 días."
"ROSAS FERRECCIO YVAN VICENTE","AFP HORIZONTE S.A.",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2013-04-23,2016-03-31,"0 años, 5 meses, 23 días."
"ROSAS FERRECCIO YVAN VICENTE","PROFUTURO AFP","DIRECTOR SUPLENTE","Crediscotia Financiera",DIRECTOR,2012-10-31,2016-03-29,"0 años, 0 meses, 8 días."
"SANCHEZ CARRION TRONCON EDUARDO JOSE","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2017-03-31,"A la actualidad","0 años, 0 meses, 4 días."
"SANTA MARIA STEIN JUAN MANUEL","PROFUTURO AFP",DIRECTOR,"Crediscotia Financiera",DIRECTOR,2012-10-23,2015-02-16,"4 años, 3 meses, 8 días."
"SANTA MARIA STEIN JUAN MANUEL","PROFUTURO AFP","DIRECTOR ALTERNO","Crediscotia Financiera",DIRECTOR,2010-03-19,2011-03-31,"1 años, 8 meses, 4 días."
"SANTA MARIA STEIN JUAN MANUEL","PROFUTURO AFP","DIRECTOR SUPLENTE","Crediscotia Financiera",DIRECTOR,2011-03-31,2012-10-23,"2 años, 8 meses, 16 días."
"UCCELLI LABARTHE MIGUEL","PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO","Crediscotia Financiera",DIRECTOR,2015-03-31,2015-04-29,"0 años, 0 meses, 7 días."
"UCCELLI LABARTHE MIGUEL","PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO","Crediscotia Financiera","PRESIDENTE DEL DIRECTORIO",2016-03-29,2016-03-31,"0 años, 11 meses, 0 días."
"UCCELLI LABARTHE MIGUEL","PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO","Crediscotia Financiera","PRESIDENTE DEL DIRECTORIO",2015-04-29,2016-03-29,"0 años, 1 meses, 5 días."
